label,carat,cut,color,clarity,depth,table,x,y,z,price
24578.00,1.52,Premium,E,SI1,62.50,59.00,7.26,7.33,4.56,12305.00
24579.00,1.20,Very Good,H,SI2,60.20,58.00,6.88,6.94,4.16,5408.00
24580.00,1.50,Very Good,E,SI1,60.80,58.00,7.32,7.36,4.46,11688.00
24581.00,0.71,Very Good,G,SI1,63.20,58.00,5.58,5.68,3.56,2137.00
24582.00,0.32,Premium,G,VS2,62.00,59.00,4.41,4.37,2.72,720.00
24583.00,1.02,Premium,D,SI2,62.80,55.00,6.46,6.38,4.03,5055.00
24584.00,1.01,Premium,G,VS1,62.70,56.00,6.46,6.36,4.02,6441.00
24585.00,1.51,Ideal,I,VS2,62.60,56.00,7.32,7.27,4.57,9234.00
24586.00,0.61,Ideal,E,VVS2,61.30,54.00,5.51,5.59,3.40,2823.00
24587.00,0.60,Good,D,SI1,63.80,57.00,5.32,5.27,3.38,1944.00
24588.00,0.92,Good,E,SI1,63.20,58.00,6.16,6.18,3.90,4258.00
24589.00,1.11,Premium,H,SI1,58.40,60.00,6.87,6.83,4.00,4842.00
24590.00,0.71,Ideal,F,SI1,62.70,55.00,5.65,5.74,3.57,2346.00
24591.00,2.04,Ideal,F,SI2,62.30,57.00,8.05,8.13,5.04,16261.00
24592.00,0.31,Premium,E,VS2,58.60,58.00,4.46,4.42,2.60,639.00
24593.00,1.01,Very Good,D,VVS2,63.00,56.00,6.35,6.41,4.02,10800.00
24594.00,0.78,Good,E,SI1,59.40,62.00,6.02,6.07,3.59,3578.00
24595.00,0.70,Very Good,G,SI1,64.30,56.00,5.56,5.58,3.58,2517.00
24596.00,1.01,Good,H,VS1,63.80,59.00,6.30,6.34,4.03,5416.00
24597.00,0.53,Premium,G,VS2,61.20,57.00,5.26,5.19,3.20,1607.00
24598.00,0.30,Ideal,E,SI1,62.90,56.00,4.31,4.24,2.69,675.00
24599.00,0.91,Good,H,VS2,63.80,59.00,5.99,5.96,3.82,3192.00
24600.00,1.58,Premium,G,VVS2,62.40,56.00,7.50,7.40,4.65,14855.00
24601.00,2.01,Very Good,E,SI2,63.30,61.00,7.86,7.80,4.96,15618.00
24602.00,1.51,Ideal,E,VS1,62.20,57.00,7.37,7.32,4.57,17649.00
24603.00,1.12,Ideal,H,SI2,63.60,56.00,6.68,6.54,4.19,5331.00
24604.00,0.25,Very Good,E,VVS1,60.10,57.00,4.08,4.11,2.46,526.00
24605.00,0.71,Very Good,E,VS2,60.70,58.00,5.73,5.81,3.50,3217.00
24606.00,2.04,Premium,I,I1,59.30,61.00,8.30,8.25,4.91,8408.00
24607.00,2.17,Premium,D,SI2,62.20,59.00,8.28,8.34,5.17,16472.00
24608.00,1.01,Good,H,VS2,60.80,61.00,6.43,6.50,3.93,5229.00
24609.00,0.51,Premium,D,VS2,,59.00,5.05,5.09,3.18,1716.00
24610.00,0.32,Ideal,G,VS2,61.70,57.00,4.40,4.38,2.71,720.00
24611.00,0.32,Premium,E,VS2,62.60,58.00,4.36,4.40,2.74,702.00
24612.00,0.31,Ideal,I,VS2,62.10,54.00,4.35,4.38,2.71,452.00
24613.00,1.33,Very Good,J,VS2,62.70,59.00,6.97,7.01,4.38,5785.00
24614.00,0.70,Very Good,E,SI2,63.20,61.00,5.62,5.59,3.54,2307.00
24615.00,0.31,Good,E,SI1,63.10,57.00,4.28,4.31,2.71,544.00
24616.00,0.31,Ideal,E,SI2,60.10,57.00,4.44,4.41,2.66,558.00
24617.00,1.10,Very Good,E,SI2,63.00,56.00,6.59,6.55,4.14,5073.00
24618.00,0.50,Premium,F,VS2,61.40,60.00,5.13,5.17,3.16,1395.00
24619.00,1.17,Ideal,H,SI1,61.10,57.00,6.77,6.83,4.16,6368.00
24620.00,0.91,Fair,E,SI2,64.50,60.00,6.04,5.96,3.87,3119.00
24621.00,0.30,Premium,F,VVS1,62.00,59.00,4.24,4.28,2.64,868.00
24622.00,1.28,Ideal,G,IF,61.70,56.00,6.95,6.99,4.30,13360.00
24623.00,1.13,Very Good,E,VS2,61.90,61.00,6.61,6.64,4.10,8358.00
24624.00,0.35,Fair,G,VS2,65.90,54.00,5.57,5.53,3.66,1415.00
24625.00,0.32,Very Good,F,VS2,59.60,56.00,4.48,4.51,2.68,642.00
24626.00,0.91,Fair,F,VS2,58.00,56.00,6.34,6.41,3.70,4474.00
24627.00,1.31,Premium,I,VS2,60.00,58.00,7.15,7.11,4.28,6921.00
24628.00,0.43,Premium,F,VVS1,61.50,56.00,4.90,4.86,3.00,1422.00
24629.00,1.39,Premium,E,SI2,62.70,58.00,7.11,6.99,4.42,7445.00
24630.00,1.01,Ideal,E,VS1,62.70,55.00,6.45,6.40,4.03,7665.00
24631.00,1.72,Ideal,G,SI2,62.80,59.00,7.62,7.55,4.76,10268.00
24632.00,2.05,Premium,E,SI2,59.70,59.00,8.39,8.27,4.97,17237.00
24633.00,1.51,Good,J,VS1,61.50,59.00,7.26,7.31,4.48,8271.00
24634.00,1.14,Ideal,E,SI2,62.40,57.00,6.64,6.70,4.16,5473.00
24635.00,0.30,Premium,F,VS1,61.50,59.00,4.31,4.33,2.66,658.00
24636.00,1.50,Good,F,SI1,63.40,58.00,7.16,7.20,4.55,10766.00
24637.00,0.32,Very Good,E,SI1,63.40,56.00,4.34,4.31,2.74,672.00
24638.00,1.25,Ideal,G,VVS1,61.30,57.00,6.90,6.94,4.24,13096.00
24639.00,0.60,Premium,G,SI2,60.80,58.00,5.49,5.44,3.32,1433.00
24640.00,0.42,Very Good,D,VS2,60.70,60.00,4.79,4.83,2.92,910.00
24641.00,1.20,Ideal,J,VS2,61.60,54.00,6.88,6.82,4.22,4099.00
24642.00,1.08,Very Good,H,VS2,62.90,59.00,6.47,6.56,4.10,5515.00
24643.00,0.41,Very Good,F,VS2,63.20,57.00,4.76,4.74,3.00,1107.00
24644.00,1.09,Ideal,G,VS2,62.30,57.00,6.60,6.57,4.10,6480.00
24645.00,1.08,Very Good,F,VS2,63.10,57.00,6.56,6.50,4.12,6319.00
24646.00,2.25,Fair,G,I1,64.90,58.00,8.15,8.12,5.28,7069.00
24647.00,0.70,Ideal,F,SI2,60.10,57.00,5.78,5.81,3.48,2163.00
24648.00,0.72,Ideal,I,VS1,62.30,55.00,5.79,5.69,3.58,2265.00
24649.00,1.00,Fair,E,SI2,55.40,62.00,6.63,6.59,3.66,3011.00
24650.00,1.20,Premium,E,VS2,62.00,59.00,6.78,6.71,4.18,8279.00
24651.00,0.51,Fair,F,VS2,61.00,66.00,5.12,5.04,3.10,1334.00
24652.00,2.06,Premium,I,VS1,58.40,55.00,8.42,8.35,4.90,15393.00
24653.00,1.00,Very Good,E,VS1,59.40,56.00,6.53,6.56,3.89,7367.00
24654.00,0.74,Ideal,G,VVS1,61.90,54.00,5.80,5.84,3.60,3402.00
24655.00,0.50,Fair,G,VS1,66.80,56.00,4.85,4.91,3.26,1367.00
24656.00,0.70,Very Good,I,SI1,62.50,60.00,5.64,5.68,3.54,2039.00
24657.00,0.30,Ideal,I,VVS1,61.80,54.00,4.32,4.35,2.68,540.00
24658.00,1.16,Ideal,I,VS2,59.30,56.00,6.84,6.88,4.07,4869.00
24659.00,1.01,Very Good,E,SI1,59.50,57.00,6.56,6.62,3.92,5534.00
24660.00,0.38,Very Good,I,VS2,62.40,56.00,4.65,4.58,2.88,549.00
24661.00,0.32,Premium,J,VS2,61.90,58.00,4.38,4.35,2.70,504.00
24662.00,0.32,Ideal,H,VVS1,62.70,55.00,4.37,4.40,2.75,692.00
24663.00,0.23,Premium,E,VVS1,61.10,60.00,4.01,3.95,2.43,680.00
24664.00,0.50,Ideal,E,SI1,61.50,57.00,5.08,5.10,3.13,1700.00
24665.00,0.30,Ideal,G,VS1,61.90,56.00,4.29,4.34,2.67,605.00
24666.00,1.53,Ideal,G,VVS2,61.20,57.00,7.40,7.44,4.53,15137.00
24667.00,1.59,Premium,F,VS2,60.20,60.00,7.59,7.62,4.58,15461.00
24668.00,0.56,Ideal,G,SI1,62.90,56.00,5.27,5.25,3.31,1345.00
24669.00,0.43,Ideal,J,VS1,61.70,58.00,4.80,4.84,2.98,703.00
24670.00,0.41,Premium,E,VVS1,62.20,58.00,4.77,4.75,2.96,1431.00
24671.00,0.56,Ideal,G,VS2,61.20,56.00,5.29,5.33,3.25,1580.00
24672.00,1.09,Good,D,SI2,63.80,60.00,6.57,6.49,4.16,4682.00
24673.00,0.92,Premium,E,SI2,61.70,59.00,6.27,6.18,3.84,3941.00
24674.00,0.70,Ideal,I,VVS2,62.50,54.00,5.69,5.74,3.57,2276.00
24675.00,0.62,Premium,H,VVS1,61.90,58.00,5.49,5.46,3.39,2232.00
24676.00,0.36,Premium,H,SI1,63.00,55.00,4.54,4.51,2.85,648.00
24677.00,0.24,Very Good,F,VVS2,62.10,58.00,3.96,4.03,2.48,478.00
24678.00,1.01,Very Good,G,VS2,59.20,59.00,6.52,6.59,3.88,5999.00
24679.00,2.05,Ideal,J,SI2,61.60,55.00,8.18,8.11,5.02,12654.00
24680.00,0.37,Ideal,F,VS1,61.00,55.00,4.66,4.69,2.85,703.00
24681.00,0.95,Premium,H,SI2,58.80,60.00,6.45,6.38,3.77,3652.00
24682.00,0.37,Ideal,E,VVS2,62.20,56.00,4.63,4.60,2.87,1082.00
24683.00,0.33,Premium,I,VVS1,61.70,61.00,4.45,4.43,2.74,780.00
24684.00,1.12,Ideal,H,SI1,62.30,56.00,6.70,6.65,4.16,5291.00
24685.00,1.13,Ideal,F,VVS2,62.10,54.00,6.67,6.71,4.16,10742.00
24686.00,0.32,Very Good,F,VS2,61.20,58.00,4.38,4.41,2.69,602.00
24687.00,1.20,Ideal,H,SI1,62.20,58.00,6.81,6.77,4.22,6569.00
24688.00,0.40,Ideal,D,SI2,61.30,56.00,4.72,4.77,2.91,622.00
24689.00,1.20,Very Good,I,SI1,62.90,54.00,6.75,6.77,4.25,5955.00
24690.00,1.21,Premium,J,VVS2,61.70,60.00,6.85,6.82,4.22,5531.00
24691.00,0.31,Premium,D,SI1,61.10,57.00,4.36,4.35,2.66,732.00
24692.00,0.50,Ideal,D,VS1,62.40,53.70,5.08,5.12,3.18,2033.00
24693.00,1.01,Very Good,E,VS2,63.30,56.00,6.34,6.37,4.02,6522.00
24694.00,1.51,Ideal,H,SI1,62.70,56.00,7.32,7.38,4.61,9694.00
24695.00,0.50,Premium,G,VS1,62.50,60.00,5.06,5.08,3.17,1624.00
24696.00,0.26,Ideal,D,VVS2,61.40,55.00,4.10,4.17,2.54,777.00
24697.00,0.40,Ideal,G,VVS1,,56.00,4.79,4.75,2.92,1200.00
24698.00,0.31,Premium,F,VS2,61.60,58.00,4.38,4.35,2.69,802.00
24699.00,0.31,Very Good,G,VS2,63.50,58.00,4.29,4.22,2.70,698.00
24700.00,1.01,Ideal,J,SI2,61.90,55.30,6.43,6.50,4.01,4099.00
24701.00,1.20,Ideal,J,SI1,61.90,57.00,6.80,6.87,4.23,5071.00
24702.00,0.50,Ideal,J,VS1,61.40,58.00,5.14,5.09,3.15,1134.00
24703.00,1.00,Premium,E,I1,60.90,61.00,6.41,6.37,3.89,3584.00
24704.00,1.26,Ideal,G,VVS2,60.70,56.00,7.05,7.03,4.27,10556.00
24705.00,1.01,Good,G,VS2,63.60,56.00,6.31,6.24,3.99,10181.00
24706.00,0.31,Very Good,H,VS1,62.80,58.00,4.29,4.31,2.70,544.00
24707.00,1.51,Very Good,G,VS1,60.20,63.00,7.36,7.39,4.44,12317.00
24708.00,0.33,Ideal,F,VVS1,61.30,55.00,4.46,4.48,2.74,893.00
24709.00,1.38,Premium,H,SI2,62.10,60.00,7.13,7.08,4.41,6646.00
24710.00,0.96,Fair,G,SI2,66.80,61.00,6.15,6.04,4.07,2539.00
24711.00,0.27,Premium,E,VVS2,61.80,59.00,4.18,4.14,2.57,752.00
24712.00,1.51,Ideal,I,SI1,62.40,59.00,7.27,7.34,4.56,8752.00
24713.00,0.70,Very Good,F,SI1,63.70,55.00,5.62,5.69,3.60,2192.00
24714.00,0.90,Premium,E,SI1,60.80,59.00,6.24,6.19,3.78,4385.00
24715.00,0.35,Ideal,E,VS2,61.70,55.00,4.54,4.57,2.81,767.00
24716.00,1.01,Premium,E,SI2,62.60,59.00,6.36,6.39,3.99,4666.00
24717.00,0.31,Ideal,E,IF,,54.00,4.36,4.38,2.70,1214.00
24718.00,0.33,Ideal,G,SI1,61.30,56.00,4.51,4.46,2.75,631.00
24719.00,1.58,Ideal,H,VS2,61.40,56.00,7.50,7.56,4.62,12334.00
24720.00,0.32,Premium,F,VS2,59.70,62.00,4.43,4.38,2.63,773.00
24721.00,0.31,Premium,I,SI1,62.80,60.00,4.31,4.29,2.70,537.00
24722.00,1.50,Good,E,SI2,63.50,59.00,7.25,7.28,4.61,9281.00
24723.00,1.05,Very Good,E,SI2,60.50,58.00,6.55,6.60,3.98,4797.00
24724.00,0.52,Premium,G,VS1,62.40,60.00,5.12,5.11,3.19,1815.00
24725.00,2.01,Very Good,E,SI2,60.60,59.00,8.11,8.25,4.96,17118.00
24726.00,1.10,Ideal,E,VVS1,61.10,56.00,6.69,6.73,4.10,12748.00
24727.00,1.20,Good,H,SI1,63.60,57.00,6.79,6.74,4.30,5975.00
24728.00,0.30,Good,G,VVS2,63.80,57.00,4.24,4.26,2.71,684.00
24729.00,0.40,Premium,D,SI1,61.60,58.00,4.73,4.69,2.90,990.00
24730.00,1.02,Ideal,G,SI2,62.60,58.00,6.42,6.40,4.01,4363.00
24731.00,0.52,Ideal,F,IF,62.20,55.00,5.14,5.18,3.21,2783.00
24732.00,1.52,Ideal,F,SI2,61.90,57.00,7.33,7.37,4.55,9948.00
24733.00,0.50,Good,E,SI2,63.70,55.00,5.03,5.08,3.22,1077.00
24734.00,0.78,Premium,F,SI1,62.30,57.00,5.86,5.85,3.65,2469.00
24735.00,0.40,Ideal,D,VS2,60.50,57.00,4.80,4.76,2.89,1125.00
24736.00,1.02,Ideal,D,SI1,,56.00,6.51,6.56,4.00,6040.00
24737.00,0.32,Premium,H,VS1,,58.00,4.44,4.38,2.72,720.00
24738.00,1.06,Premium,F,SI1,61.00,58.00,6.65,6.60,4.04,5236.00
24739.00,0.30,Good,I,SI1,63.30,59.00,4.22,4.25,2.68,394.00
24740.00,1.21,Very Good,J,VS1,59.30,57.00,6.98,7.04,4.16,5604.00
24741.00,0.31,Ideal,E,VS2,62.90,57.00,4.35,4.30,2.72,872.00
24742.00,1.51,Premium,E,VS1,62.70,58.00,7.33,7.25,4.57,16669.00
24743.00,0.38,Premium,J,VS1,62.10,60.00,4.64,4.60,2.87,770.00
24744.00,0.42,Ideal,J,VS1,60.90,57.00,4.83,4.86,2.95,663.00
24745.00,1.54,Very Good,I,VVS2,62.70,57.00,7.35,7.43,4.63,10518.00
24746.00,0.70,Ideal,I,VS1,61.80,55.00,5.67,5.72,3.52,2469.00
24747.00,0.34,Ideal,D,VS2,60.60,57.00,4.51,4.53,2.74,805.00
24748.00,0.50,Very Good,H,VS1,62.50,59.00,5.01,5.04,3.14,1429.00
24749.00,1.20,Premium,D,SI2,62.60,57.00,6.84,6.74,4.25,5551.00
24750.00,0.30,Premium,I,VS1,61.90,59.00,4.31,4.24,2.65,527.00
24751.00,1.02,Ideal,G,VS1,62.20,56.00,6.46,6.40,4.00,6683.00
24752.00,1.03,Ideal,E,SI1,62.00,53.00,6.47,6.50,4.02,5608.00
24753.00,1.65,Ideal,D,SI2,61.50,56.00,7.63,7.69,4.71,10847.00
24754.00,0.77,Very Good,D,SI1,58.60,59.00,6.00,6.04,3.53,3160.00
24755.00,2.11,Premium,G,SI2,62.20,58.00,8.19,8.23,5.11,13598.00
24756.00,1.20,Premium,F,SI2,62.50,59.00,6.74,6.68,4.20,5332.00
24757.00,1.50,Premium,H,VS2,60.80,59.00,7.34,7.36,4.47,10291.00
24758.00,0.40,Premium,I,VVS1,62.70,59.00,4.67,4.71,2.94,842.00
24759.00,0.70,Good,F,SI1,62.80,58.00,5.60,5.65,3.53,2470.00
24760.00,0.55,Ideal,G,SI1,61.90,57.00,5.23,5.27,3.25,1605.00
24761.00,0.70,Premium,G,VS1,62.80,57.00,5.67,5.64,3.55,2535.00
24762.00,2.30,Ideal,I,SI2,61.80,57.00,8.48,8.45,5.23,16329.00
24763.00,0.52,Premium,F,SI1,62.00,59.00,5.18,5.15,3.20,1112.00
24764.00,0.70,Very Good,G,SI2,58.20,63.00,5.82,5.79,3.38,1790.00
24765.00,2.02,Very Good,G,SI2,63.30,59.00,8.05,7.96,5.07,13554.00
24766.00,0.57,Ideal,F,VVS1,61.90,54.80,5.30,5.36,3.30,2339.00
24767.00,0.74,Very Good,D,VS2,62.40,57.00,5.74,5.80,3.60,2906.00
24768.00,0.36,Ideal,E,VVS2,62.10,56.00,4.53,4.58,2.83,873.00
24769.00,0.33,Ideal,D,SI1,60.90,56.00,4.46,4.50,2.73,736.00
24770.00,1.00,Premium,H,SI1,62.40,59.00,6.42,6.37,3.99,4816.00
24771.00,1.64,Very Good,F,SI1,62.80,59.00,7.51,7.53,4.72,12555.00
24772.00,0.51,Good,F,SI1,63.80,56.00,5.04,5.08,3.23,1220.00
24773.00,0.51,Ideal,H,IF,62.60,56.00,5.10,5.13,3.20,1920.00
24774.00,1.00,Premium,F,SI2,61.50,59.00,6.47,6.44,3.97,4144.00
24775.00,0.71,Ideal,F,VS1,62.60,55.00,5.71,5.67,3.56,2920.00
24776.00,0.76,Ideal,H,SI1,61.30,55.00,5.87,5.93,3.62,3050.00
24777.00,0.41,Ideal,D,VS1,61.30,54.00,4.80,4.83,2.95,1151.00
24778.00,0.30,Good,E,VS2,64.20,57.00,4.24,4.13,2.69,619.00
24779.00,0.40,Ideal,E,VS1,61.20,57.00,4.77,4.74,2.91,1125.00
24780.00,1.03,Premium,E,VS2,62.50,59.00,6.42,6.44,4.02,6072.00
24781.00,0.51,Ideal,D,VS2,61.10,56.00,5.16,5.20,3.17,1986.00
24782.00,0.74,Very Good,F,VS2,61.30,61.00,5.80,5.84,3.57,2775.00
24783.00,2.27,Ideal,G,SI1,61.10,60.00,8.46,8.42,5.16,18343.00
24784.00,1.16,Ideal,D,SI2,62.10,54.00,6.79,6.74,4.20,5898.00
24785.00,2.37,Ideal,J,SI1,61.90,55.00,8.53,8.56,5.29,18508.00
24786.00,0.91,Very Good,G,SI2,60.40,61.00,6.21,6.28,3.77,3435.00
24787.00,1.01,Ideal,I,SI1,62.50,56.00,6.40,6.44,4.01,4413.00
24788.00,0.32,Ideal,G,SI2,61.60,56.00,4.40,4.43,2.72,459.00
24789.00,0.57,Ideal,I,VS1,61.60,56.00,5.33,5.35,3.29,1355.00
24790.00,0.30,Ideal,F,VS2,60.40,56.00,4.37,4.34,2.63,776.00
24791.00,1.12,Ideal,F,SI2,61.60,57.00,6.68,6.66,4.11,4720.00
24792.00,0.54,Premium,G,SI2,61.40,59.00,5.21,5.24,3.21,1090.00
24793.00,0.76,Ideal,H,SI1,61.40,55.00,5.82,5.90,3.60,3050.00
24794.00,1.24,Ideal,I,VS2,62.40,57.00,6.82,6.90,4.28,5638.00
24795.00,1.22,Premium,G,SI2,61.90,58.00,6.88,6.79,4.23,5739.00
24796.00,0.34,Ideal,G,VVS2,61.90,57.00,4.44,4.48,2.76,775.00
24797.00,0.54,Ideal,D,VVS2,61.20,55.00,5.25,5.31,3.23,2302.00
24798.00,0.54,Ideal,F,VS1,61.80,54.00,5.24,5.27,3.25,1724.00
24799.00,2.11,Very Good,D,SI2,60.90,60.00,8.21,8.28,5.02,18407.00
24800.00,1.01,Premium,H,SI2,61.10,60.00,6.46,6.41,3.93,3054.00
24801.00,0.30,Ideal,F,VS2,61.80,57.00,4.33,4.31,2.67,776.00
24802.00,1.50,Premium,I,VS2,62.90,58.00,7.17,7.08,4.48,8820.00
24803.00,1.52,Premium,F,VS2,61.40,58.00,7.42,7.37,4.54,15792.00
24804.00,0.31,Premium,H,SI1,62.70,58.00,4.34,4.31,2.71,558.00
24805.00,0.51,Good,E,VS2,63.80,57.00,5.07,5.05,3.23,1662.00
24806.00,2.03,Very Good,I,VS2,61.40,59.00,8.06,8.12,4.97,15826.00
24807.00,1.27,Very Good,G,VVS2,,57.00,6.86,6.91,4.30,8941.00
24808.00,0.51,Ideal,F,VVS1,62.00,57.00,5.15,5.11,3.18,2812.00
24809.00,1.01,Very Good,D,SI1,59.80,56.00,6.57,6.60,3.94,5394.00
24810.00,0.47,Ideal,D,VVS1,61.90,54.00,4.98,5.00,3.09,2378.00
24811.00,1.11,Ideal,H,SI1,62.70,56.00,6.65,6.59,4.15,5386.00
24812.00,1.00,Very Good,D,VVS2,61.30,58.00,6.37,6.42,3.92,9487.00
24813.00,0.73,Ideal,D,SI1,61.20,57.00,5.79,5.81,3.55,2947.00
24814.00,0.53,Premium,F,VS2,61.40,60.00,5.21,5.18,3.19,1753.00
24815.00,0.41,Good,F,SI1,63.20,59.00,4.68,4.72,2.97,755.00
24816.00,2.19,Good,I,SI2,63.70,57.00,8.23,8.19,5.23,11522.00
24817.00,1.50,Good,G,SI2,57.50,63.00,7.53,7.49,4.32,6006.00
24818.00,0.42,Ideal,E,VS2,62.00,55.00,4.82,4.80,2.98,1024.00
24819.00,0.59,Ideal,G,VS2,62.60,54.00,5.38,5.32,3.35,1789.00
24820.00,1.78,Premium,H,SI2,61.00,61.00,7.88,7.82,4.79,10666.00
24821.00,0.35,Very Good,H,SI1,63.20,57.00,4.51,4.48,2.84,647.00
24822.00,1.56,Very Good,H,VVS2,63.30,58.00,7.30,7.35,4.64,12098.00
24823.00,0.40,Good,G,SI2,63.10,59.00,4.65,4.70,2.95,596.00
24824.00,0.42,Ideal,G,VS2,61.70,57.00,4.80,4.83,2.97,847.00
24825.00,0.70,Very Good,E,VS2,58.70,63.00,5.73,5.69,3.35,2862.00
24826.00,0.30,Very Good,G,VS1,63.10,59.00,4.27,4.25,2.69,776.00
24827.00,1.03,Very Good,H,SI2,63.10,56.00,6.43,6.38,4.04,3288.00
24828.00,0.50,Very Good,F,SI1,62.70,61.00,5.01,5.07,3.16,1197.00
24829.00,0.43,Ideal,F,VVS1,62.00,57.00,4.81,4.84,2.99,1358.00
24830.00,1.26,Very Good,H,SI2,62.20,57.00,6.86,6.90,4.28,5736.00
24831.00,1.04,Premium,H,SI1,,59.00,6.59,6.55,3.97,4368.00
24832.00,0.51,Ideal,D,VVS2,62.00,55.00,5.13,5.16,3.19,2145.00
24833.00,1.32,Ideal,E,SI2,62.70,56.00,7.03,6.97,4.39,7037.00
24834.00,0.71,Fair,J,SI2,66.10,58.00,5.53,5.43,3.62,1362.00
24835.00,0.35,Ideal,H,IF,62.10,54.00,4.55,4.59,2.84,887.00
24836.00,0.30,Ideal,G,VVS1,62.30,54.00,4.31,4.33,2.69,789.00
24837.00,0.53,Good,E,SI2,57.90,58.00,5.34,5.39,3.11,1140.00
24838.00,1.01,Premium,D,SI1,61.20,60.00,6.47,6.41,3.94,5780.00
24839.00,0.29,Good,F,VS1,,56.00,4.24,4.26,2.64,415.00
24840.00,0.34,Very Good,G,VVS2,62.30,59.00,4.45,4.48,2.78,740.00
24841.00,0.50,Fair,G,VVS2,66.10,62.00,4.92,4.88,3.24,1659.00
24842.00,0.34,Ideal,H,VS2,61.40,57.00,4.48,4.55,2.77,537.00
24843.00,0.50,Very Good,E,I1,58.60,63.00,5.23,5.15,3.04,938.00
24844.00,1.03,Ideal,E,SI1,62.20,57.00,6.42,6.48,4.01,5234.00
24845.00,0.56,Premium,F,SI2,60.20,58.00,5.36,5.33,3.22,1715.00
24846.00,0.90,Ideal,H,VS2,62.70,57.00,6.13,6.15,3.85,4072.00
24847.00,0.70,Ideal,H,SI1,61.40,57.00,5.73,5.70,3.51,2383.00
24848.00,0.32,Ideal,G,VS1,61.40,54.00,4.45,4.48,2.74,614.00
24849.00,0.40,Very Good,E,SI1,63.20,58.00,4.70,4.66,2.96,882.00
24850.00,0.32,Good,I,SI1,63.90,55.00,4.34,4.36,2.78,432.00
24851.00,0.59,Premium,E,VS2,60.10,59.00,5.46,5.42,3.27,2578.00
24852.00,0.51,Good,H,SI1,,56.00,5.07,5.10,3.24,1119.00
24853.00,1.01,Good,G,VS1,63.70,57.00,6.37,6.32,4.04,6618.00
24854.00,0.78,Very Good,G,VS1,61.50,55.00,5.92,5.97,3.66,3472.00
24855.00,1.04,Premium,G,VVS2,61.80,58.00,6.47,6.51,4.01,7953.00
24856.00,1.26,Ideal,G,VVS1,61.10,57.00,7.02,6.98,4.28,10787.00
24857.00,0.73,Ideal,I,VS1,61.50,55.00,5.80,5.84,3.58,2908.00
24858.00,0.32,Premium,H,VS2,60.70,58.00,4.43,4.46,2.70,505.00
24859.00,0.70,Fair,H,SI1,61.00,66.00,5.68,5.64,3.45,1995.00
24860.00,1.03,Ideal,H,VS2,62.30,56.00,6.46,6.44,4.02,5364.00
24861.00,1.31,Premium,D,VVS1,62.80,55.00,7.01,6.95,4.38,17496.00
24862.00,0.41,Premium,E,VS1,62.80,58.00,4.72,4.70,2.96,1153.00
24863.00,1.00,Very Good,F,SI1,61.40,62.00,6.32,6.36,3.89,4851.00
24864.00,0.70,Ideal,E,SI1,61.80,56.00,5.72,5.68,3.52,2576.00
24865.00,2.01,Good,I,VS2,59.00,64.00,8.25,8.19,4.85,11115.00
24866.00,0.51,Ideal,G,VS2,61.60,56.00,5.13,5.18,3.18,1427.00
24867.00,0.72,Good,H,VS1,60.00,61.20,5.74,5.83,3.47,2637.00
24868.00,2.08,Ideal,J,SI2,62.30,55.00,8.23,8.17,5.11,12179.00
24869.00,1.00,Good,H,SI2,,58.00,6.31,6.33,3.96,4125.00
24870.00,1.40,Premium,H,VS2,62.90,55.00,7.15,7.06,4.47,8847.00
24871.00,0.31,Ideal,F,VVS1,61.40,56.00,4.37,4.40,2.69,840.00
24872.00,1.30,Fair,H,I1,64.40,57.00,6.93,6.86,4.44,2512.00
24873.00,0.30,Ideal,G,VVS2,62.50,55.00,4.30,4.34,2.70,665.00
24874.00,0.25,Very Good,E,IF,61.30,56.00,4.10,4.13,2.53,633.00
24875.00,0.58,Good,E,SI1,59.30,64.00,5.48,5.42,3.23,1336.00
24876.00,0.33,Ideal,F,IF,61.30,55.00,4.47,4.50,2.75,1240.00
24877.00,0.31,Ideal,E,VS2,62.00,56.00,4.36,4.38,2.71,589.00
24878.00,0.90,Very Good,G,SI2,62.30,58.00,6.15,6.20,3.85,3398.00
24879.00,1.24,Ideal,G,VS1,60.10,58.00,7.03,6.97,4.21,9123.00
24880.00,0.30,Ideal,D,VS2,62.30,56.00,4.32,4.29,2.68,911.00
24881.00,0.71,Very Good,F,SI1,64.00,58.00,5.59,5.66,3.60,2345.00
24882.00,0.34,Premium,E,SI1,59.30,58.00,4.59,4.55,2.71,612.00
24883.00,1.82,Premium,H,VS2,61.60,60.00,7.78,7.74,4.78,14749.00
24884.00,0.39,Ideal,D,VVS2,61.80,57.00,4.67,4.71,2.90,1232.00
24885.00,0.81,Ideal,F,VS2,61.70,57.00,5.97,6.02,3.70,3756.00
24886.00,1.56,Good,I,SI2,58.50,61.00,7.58,7.63,4.45,8048.00
24887.00,0.36,Ideal,I,VS2,61.80,55.00,4.58,4.61,2.84,505.00
24888.00,1.51,Premium,H,SI2,62.90,58.00,7.31,7.26,4.58,6511.00
24889.00,1.53,Very Good,F,SI1,62.00,56.00,7.39,7.47,4.61,11267.00
24890.00,0.54,Ideal,F,VS2,61.40,57.00,5.25,5.20,3.21,1786.00
24891.00,0.91,Ideal,E,SI1,61.00,58.00,6.23,6.29,3.82,4132.00
24892.00,1.60,Very Good,E,SI2,62.50,54.00,7.50,7.55,4.70,11537.00
